timestamp,location,price,last4ccnum
06,Guy's Gyros,39.29,7384
06,Frydos Autosupply n' More,273.87,9241
06,Katerina’s Café,23.63,7253
06,Katerina’s Café,12.32,1874
06,Guy's Gyros,11.94,6901
06,Frydos Autosupply n' More,80.85,8202
06,Guy's Gyros,22.57,3484
06,Guy's Gyros,117.82,6816
06,Frydos Autosupply n' More,175.87,5368
06,Katerina’s Café,21.66,2418
06,Hippokampos,35.34,1321
06,Guy's Gyros,28.94,7819
06,Albert's Fine Clothing,276.9,9551
06,Guy's Gyros,95.29,7108
06,Hippokampos,85.5,6895
06,Katerina’s Café,17.92,9405
06,Katerina’s Café,28,6691
06,Katerina’s Café,15.52,5921
06,Hippokampos,26.8,1877
06,Hippokampos,24.41,7117
06,Hippokampos,21.33,1415
06,Frydos Autosupply n' More,149.3,5407
06,Shoppers' Delight,293.67,7354
06,Hippokampos,17.27,7688
06,Katerina’s Café,26.1,3492
06,Katerina’s Café,10.72,9617
06,Albert's Fine Clothing,121.76,4434
06,Hippokampos,28.14,8156
06,Katerina’s Café,26.51,4948
06,Frydos Autosupply n' More,197.32,2142
06,Frydos Autosupply n' More,314.98,1310
06,Hippokampos,20.61,8332
07,Brew've Been Served,5.08,7384
07,Brew've Been Served,12.74,5368
07,Brew've Been Served,7.09,4795
07,Hallowed Grounds,14.05,7889
07,Hallowed Grounds,8.91,8129
07,Hallowed Grounds,19.59,1874
07,Brew've Been Served,19.6,6816
07,Hallowed Grounds,84.44,9551
07,Coffee Cameleon,9.1,5921
07,Hallowed Grounds,7.88,1310
07,Hallowed Grounds,18.97,7108
07,Coffee Cameleon,27.66,7253
07,Brew've Been Served,4.39,5407
07,Hallowed Grounds,9.61,3492
07,Brew've Been Served,3,4434
07,Brew've Been Served,11.92,1286
07,Brew've Been Served,69.06,3484
07,Brew've Been Served,98.53,9683
07,Hallowed Grounds,10.33,6691
07,Brew've Been Served,17.4,8202
07,Brew've Been Served,11.91,4948
07,Coffee Cameleon,11.55,2142
07,Coffee Cameleon,52.44,2418
07,Hallowed Grounds,9.92,9617
07,Hallowed Grounds,68.42,2681
07,Brew've Been Served,14.49,9405
07,Brew've Been Served,3.03,7819
07,Brew've Been Served,15.66,8411
07,Brew've Been Served,47.74,6901
07,Abila Airport,3840.37,3506
07,Stewart and Sons Fabrication,1200.9,3506
07,Nationwide Refinery,1347.36,9735
07,Stewart and Sons Fabrication,1843.33,9735
07,Nationwide Refinery,1562.66,7792
07,Coffee Shack,16.63,7117
07,Bean There Done That,51.25,1415
07,Brewed Awakenings,12.17,7688
07,Jack's Magical Beans,23.68,6899
07,Brewed Awakenings,64.84,3853
07,Brewed Awakenings,71.59,2540
07,Bean There Done That,53.89,1877
07,Brewed Awakenings,6.72,8332
07,Bean There Done That,8.03,1321
07,Bean There Done That,46.25,6895
07,Jack's Magical Beans,18.77,9241
07,Jack's Magical Beans,19.61,8156
07,Jack's Magical Beans,69.84,2463
07,Nationwide Refinery,1071.04,3506
07,Abila Airport,124.89,8642
07,Katerina’s Café,59.07,7792
07,Guy's Gyros,29.57,8156
07,Abila Zacharo,13.52,1415
07,Gelatogalore,35.06,8332
07,Guy's Gyros,38.56,7354
07,Kalami Kafenion,45.05,1286
07,Kalami Kafenion,11.64,5407
07,Abila Zacharo,82.25,6899
07,Ouzeri Elian,29.1,2142
07,Gelatogalore,51.64,1310
07,Ouzeri Elian,28.37,4948
07,Abila Zacharo,52.72,7688
07,Gelatogalore,34.04,7253
07,Katerina’s Café,22.27,7889
07,Guy's Gyros,11.31,6816
07,Kalami Kafenion,18.06,4795
07,Ouzeri Elian,64.84,6895
07,Gelatogalore,8.98,2463
07,Gelatogalore,21.52,9551
07,Gelatogalore,17.21,9405
07,Katerina’s Café,51.41,3484
07,Abila Zacharo,17.81,9683
07,Ouzeri Elian,97.71,5368
07,Abila Zacharo,32.4,2418
07,Kalami Kafenion,22.83,1877
07,Guy's Gyros,10.11,9635
07,Kalami Kafenion,22.14,7108
07,Gelatogalore,36.5,2681
07,Ouzeri Elian,21.85,8411
07,Gelatogalore,71.77,1874
07,Hippokampos,51.69,3853
07,Gelatogalore,88.97,5921
07,Abila Zacharo,65.9,7819
07,Ouzeri Elian,16.2,1321
07,Katerina’s Café,37.44,8202
07,Gelatogalore,15.4,6691
07,Hippokampos,76.11,3492
07,Katerina’s Café,10.9,4434
07,Guy's Gyros,12.57,9617
07,Ouzeri Elian,59.51,6901
07,Hippokampos,37.57,8129
07,Abila Scrapyard,2149.28,2276
07,Kronos Pipe and Irrigation,3920.82,4530
07,Carlyle Chemical Inc.,4803.13,7792
07,Stewart and Sons Fabrication,962.2,2276
07,Maximum Iron and Steel,3207.31,4530
07,Abila Airport,3411.29,8642
07,Nationwide Refinery,889.58,2276
07,Guy's Gyros,14.87,7819
07,Guy's Gyros,31.23,3484
07,Hippokampos,20.17,1877
07,Hippokampos,11.56,1415
07,Albert's Fine Clothing,308.36,6895
07,Katerina’s Café,19.49,7253
07,Albert's Fine Clothing,78.91,7117
07,Guy's Gyros,42.25,7384
07,Guy's Gyros,26.82,4795
07,Katerina’s Café,10.07,2142
07,Guy's Gyros,76.71,9683
07,Katerina’s Café,55.63,1874
07,Katerina’s Café,94.75,7889
07,Katerina’s Café,65.02,8202
07,Guy's Gyros,62.33,3853
07,Ouzeri Elian,11.41,9241
07,Katerina’s Café,31.6,8411
07,Guy's Gyros,89.76,7354
07,Frydos Autosupply n' More,312.73,6901
07,Katerina’s Café,19.53,5921
07,Katerina’s Café,17.26,9617
07,Katerina’s Café,25.54,6691
07,Hippokampos,70.19,1321
07,Guy's Gyros,23.12,5368
07,Katerina’s Café,32.83,3492
07,Ouzeri Elian,20.53,2681
07,Hippokampos,32.99,8156
07,Katerina’s Café,33.29,9405
07,Hippokampos,21.2,2540
07,Hippokampos,37.88,2463
07,Katerina’s Café,18.35,1310
07,Hippokampos,35.85,7688
07,Hippokampos,22.18,8332
08,Brew've Been Served,15.66,7354
08,Hallowed Grounds,12.19,7108
08,Hallowed Grounds,8.15,1874
08,Hallowed Grounds,8.28,1310
08,Hallowed Grounds,5.85,8129
08,Brew've Been Served,3.09,4948
08,Hallowed Grounds,3.4,9617
08,Hallowed Grounds,3.11,3492
08,Brew've Been Served,32.92,3853
08,Brew've Been Served,8.27,6816
08,Brew've Been Served,19.17,9683
08,Brew've Been Served,33.68,9405
08,Hallowed Grounds,3.9,2681
08,Coffee Cameleon,6.59,7253
08,Coffee Cameleon,12.26,5921
08,Hallowed Grounds,79.92,7889
08,Brew've Been Served,91.87,3484
08,Hallowed Grounds,12.86,9551
08,Brew've Been Served,74.88,5368
08,Hallowed Grounds,11.63,6691
08,Brew've Been Served,8.4,5407
08,Coffee Cameleon,15.71,2142
08,Brew've Been Served,32.3,4795
08,Brew've Been Served,3.92,8202
08,Brew've Been Served,17.13,7819
08,Brew've Been Served,3.42,7384
08,Brew've Been Served,10.15,6901
08,Brew've Been Served,11.48,8411
08,Brew've Been Served,7.26,1286
08,Brew've Been Served,6.3,4434
08,Coffee Cameleon,16.17,2418
08,Carlyle Chemical Inc.,3048.31,7792
08,Nationwide Refinery,4513.16,9152
08,Nationwide Refinery,3674.32,9735
08,Stewart and Sons Fabrication,1738.26,9152
08,Stewart and Sons Fabrication,1673.77,9735
08,Coffee Shack,13.13,7117
08,Bean There Done That,17.45,1415
08,Bean There Done That,12.07,9635
08,Brewed Awakenings,11.73,7688
08,Jack's Magical Beans,3.96,6899
08,Brewed Awakenings,12.32,2540
08,Bean There Done That,8.06,1877
08,Brewed Awakenings,15.03,8332
08,Bean There Done That,94.96,1321
08,Jack's Magical Beans,18.78,9241
08,Jack's Magical Beans,12.37,8156
08,Jack's Magical Beans,31.25,2463
08,Frank's Fuel,65.34,3853
08,Abila Airport,2723.18,8642
08,Chostus Hotel,107.51,2540
08,Carlyle Chemical Inc.,4983.52,4530
08,Abila Zacharo,22.13,5407
08,Hippokampos,26.55,8332
08,Hippokampos,9.03,4795
08,Katerina’s Café,29.26,7792
08,Chostus Hotel,111.89,9683
08,Ouzeri Elian,109.73,8156
08,Abila Zacharo,36.85,2463
08,Hippokampos,16.59,7253
08,Gelatogalore,32.79,8411
08,Katerina’s Café,8.53,6899
08,Gelatogalore,20.72,9405
08,Kalami Kafenion,24.08,5921
08,Hippokampos,37.89,1321
08,Guy's Gyros,30.12,7384
08,Abila Zacharo,14.41,1415
08,Katerina’s Café,88.98,1310
08,Gelatogalore,50.36,1286
08,Gelatogalore,119.75,3484
08,Guy's Gyros,77.9,3853
08,Katerina’s Café,26.45,2142
08,Gelatogalore,35.29,7889
08,Kalami Kafenion,22.49,8202
08,Katerina’s Café,57.04,6895
08,Hippokampos,39.8,9551
08,Kalami Kafenion,31.96,7354
08,Kalami Kafenion,23.82,3492
08,Abila Zacharo,28.25,2681
08,Katerina’s Café,27.05,1877
08,Gelatogalore,22.27,2418
08,Ouzeri Elian,104.92,5368
08,Hippokampos,28.79,9635
08,Gelatogalore,116.72,7819
08,Guy's Gyros,15.86,1874
08,Abila Zacharo,30.85,6901
08,Kalami Kafenion,14.77,6816
08,Abila Zacharo,16.2,9617
08,Guy's Gyros,10.34,4434
08,Katerina’s Café,22.94,7108
08,Kronos Pipe and Irrigation,3615.61,4530
08,Kalami Kafenion,34.98,7117
08,Gelatogalore,39.94,4948
08,Kalami Kafenion,31.43,8129
08,Carlyle Chemical Inc.,4901.88,7792
08,Maximum Iron and Steel,3136.01,4530
08,Abila Airport,2769.12,8642
08,Hippokampos,10.52,1415
08,Hippokampos,16.54,2540
08,Katerina’s Café,34.25,5407
08,Guy's Gyros,15.69,7354
08,Guy's Gyros,30.48,4434
08,Katerina’s Café,13.83,8411
08,Hippokampos,32.66,6895
08,Guy's Gyros,28.81,7384
08,Frydos Autosupply n' More,214.07,2418
08,Guy's Gyros,33.02,5368
08,Katerina’s Café,31.59,1310
08,Ouzeri Elian,62.2,1286
08,Guy's Gyros,99.08,3484
08,Frydos Autosupply n' More,182.56,3853
08,Guy's Gyros,18.24,9683
08,Katerina’s Café,33.31,2142
08,Hippokampos,96.75,7117
08,Frydos Autosupply n' More,268.89,6691
08,Katerina’s Café,36.6,7889
08,Katerina’s Café,16.93,8202
08,Katerina’s Café,92.83,5921
08,Albert's Fine Clothing,136.01,9635
08,Hippokampos,15.64,8332
08,Hippokampos,26.31,7688
08,Guy's Gyros,10.28,6901
08,Guy's Gyros,22.91,7819
08,General Grocer,265.84,7108
08,Katerina’s Café,28.86,4948
08,Katerina’s Café,27.87,1874
08,Ouzeri Elian,30.81,9551
08,Ouzeri Elian,29.85,6899
08,Hippokampos,78.99,2463
09,Coffee Cameleon,12.47,7253
09,Brew've Been Served,70.71,9683
09,Hallowed Grounds,17.56,1310
09,Coffee Cameleon,19.99,5921
09,Hallowed Grounds,56.77,7108
09,Brew've Been Served,5.43,5368
09,Hallowed Grounds,75.24,8129
09,Brew've Been Served,4.4,4948
09,Brew've Been Served,5.3,7384
09,Brew've Been Served,34.85,7354
09,Brew've Been Served,5.13,4795
09,Hallowed Grounds,34.45,9551
09,Hallowed Grounds,19.22,7889
09,Brew've Been Served,98.25,8202
09,Hallowed Grounds,18.48,9617
09,Brew've Been Served,5.26,8411
09,Hallowed Grounds,50.25,9405
09,Brew've Been Served,19.47,6901
09,Brew've Been Served,6.61,7819
09,Brew've Been Served,6.21,4434
09,Brew've Been Served,92.12,3484
09,Coffee Cameleon,16.13,2142
09,Hallowed Grounds,65.68,3492
09,Brew've Been Served,17.64,1286
09,Brew've Been Served,5.57,5407
09,Hallowed Grounds,15.33,2681
09,Abila Airport,2358.22,3506
09,Carlyle Chemical Inc.,529.47,7792
09,Nationwide Refinery,674.28,9735
09,Stewart and Sons Fabrication,1015.65,3506
09,Carlyle Chemical Inc.,732.82,4530
09,Nationwide Refinery,289.3,7792
09,Stewart and Sons Fabrication,3544,9735
09,Coffee Shack,5.01,7117
09,Bean There Done That,13,1415
09,Brewed Awakenings,11.76,7688
09,Jack's Magical Beans,10.11,6899
09,Jack's Magical Beans,6,3853
09,Brewed Awakenings,13.16,2540
09,Bean There Done That,4.06,1877
09,Brewed Awakenings,17.66,8332
09,Bean There Done That,15.53,1321
09,Jack's Magical Beans,12.13,9241
09,Jack's Magical Beans,15.55,8156
09,Jack's Magical Beans,37.43,2463
09,Abila Airport,202.93,8642
09,Nationwide Refinery,1440.39,3506
09,Ouzeri Elian,31.03,8332
09,Katerina’s Café,17.02,7253
09,Gelatogalore,19.2,5407
09,Abila Airport,4792.5,2276
09,Ouzeri Elian,26.09,7688
09,Gelatogalore,23.45,4795
09,Guy's Gyros,105.4,7354
09,Gelatogalore,8.6,6899
09,Gelatogalore,56.74,2540
09,Ouzeri Elian,22.4,6816
09,Katerina’s Café,16.98,7792
09,Abila Zacharo,8.16,3484
09,Kalami Kafenion,110.76,6895
09,Katerina’s Café,25.85,8156
09,Guy's Gyros,13.59,7889
09,Hippokampos,27.47,2418
09,Abila Zacharo,8.6,2463
09,Katerina’s Café,10.42,3853
09,Gelatogalore,23.23,8411
09,Hippokampos,27.93,9683
09,Hippokampos,9.12,1321
09,Kalami Kafenion,18.14,7384
09,Abila Zacharo,20.73,1874
09,Gelatogalore,11.94,9405
09,Abila Zacharo,89.41,9551
09,Hippokampos,8.43,9635
09,Hippokampos,39.22,5368
09,Guy's Gyros,74.91,1415
09,Guy's Gyros,15,9617
09,Gelatogalore,24.68,2681
09,Abila Zacharo,48.39,1286
09,Hippokampos,13.84,1310
09,Hippokampos,16.65,2142
09,Kalami Kafenion,19.84,4948
09,Hippokampos,65.7,4434
09,Guy's Gyros,8.87,6901
09,Kalami Kafenion,35.99,6691
09,Kalami Kafenion,10.94,8129
09,Ouzeri Elian,32.89,7108
09,Katerina’s Café,8.01,1877
09,Guy's Gyros,27.69,8202
09,Abila Scrapyard,1158.36,2276
09,Guy's Gyros,17.44,5921
09,Abila Zacharo,14.37,7819
09,Gelatogalore,36.75,7117
09,Carlyle Chemical Inc.,382.43,7792
09,Kronos Pipe and Irrigation,423.14,4530
09,Stewart and Sons Fabrication,918.6,2276
09,Maximum Iron and Steel,1527.14,4530
09,Abila Airport,4538.52,8642
09,Carlyle Chemical Inc.,2176.2,7792
09,Nationwide Refinery,1322.5,2276
09,Katerina’s Café,35.92,8129
09,Katerina’s Café,26.6,5921
09,Frydos Autosupply n' More,138.02,3484
09,Guy's Gyros,31.81,7354
09,Ouzeri Elian,27.08,6899
09,Ouzeri Elian,31.07,9241
09,Guy's Gyros,29.96,6816
09,Hippokampos,15.02,2540
09,Katerina’s Café,26.6,4948
09,Katerina’s Café,19.02,3492
09,Katerina’s Café,90.97,6691
09,Hippokampos,70.68,1877
09,General Grocer,285.34,4795
09,Katerina’s Café,91.14,9405
09,Frydos Autosupply n' More,31.24,6901
09,Albert's Fine Clothing,224.52,7117
09,Frydos Autosupply n' More,120.65,1321
09,Katerina’s Café,29.82,8202
09,Guy's Gyros,8.23,7889
09,Guy's Gyros,18.26,1286
09,Katerina’s Café,53.78,5407
09,Guy's Gyros,23.34,7253
09,Katerina’s Café,30.69,2418
09,Guy's Gyros,8.23,5368
09,Guy's Gyros,35.05,7384
09,Hippokampos,9.13,2463
09,Frydos Autosupply n' More,276.75,3853
09,Hippokampos,24.96,6895
09,Guy's Gyros,31.31,4434
09,Hippokampos,23.66,8156
09,Shoppers' Delight,258.43,2681
09,Katerina’s Café,8.57,1310
09,Albert's Fine Clothing,229.98,8332
09,Hippokampos,10.12,9635
10,Hallowed Grounds,16.75,8129
10,Brew've Been Served,15.85,6816
10,Coffee Cameleon,8.51,7253
10,Hallowed Grounds,12.03,1874
10,Hallowed Grounds,8.34,9617
10,Hallowed Grounds,11.49,1310
10,Brew've Been Served,5.01,3484
10,Hallowed Grounds,11.38,3492
10,Hallowed Grounds,17.63,2681
10,Brew've Been Served,44.88,4948
10,Coffee Cameleon,11.54,5921
10,Brew've Been Served,13.32,9405
10,Hallowed Grounds,10.34,7889
10,Brew've Been Served,89.93,9683
10,Hallowed Grounds,10.76,7108
10,Brew've Been Served,12.77,5407
10,Brew've Been Served,83.44,7384
10,Coffee Cameleon,9.69,2418
10,Brew've Been Served,85.91,5368
10,Brew've Been Served,97.25,4795
10,Brew've Been Served,90.72,7354
10,Abila Airport,4039.36,9614
10,Brew've Been Served,5.89,1286
10,Brew've Been Served,5.31,6901
10,Hallowed Grounds,9.34,6691
10,Brew've Been Served,14.45,3853
10,Brew've Been Served,3.03,7819
10,Coffee Cameleon,13.25,2142
10,Brew've Been Served,8.47,8202
10,Brew've Been Served,12.64,4434
10,Brew've Been Served,14.36,8411
10,Carlyle Chemical Inc.,227.81,9614
10,Kronos Mart,203.91,7688
10,Nationwide Refinery,1552.82,9735
10,Nationwide Refinery,2302.73,9614
10,Stewart and Sons Fabrication,4074.1,9735
10,Bean There Done That,15.39,1415
10,Bean There Done That,3.92,9635
10,Brewed Awakenings,13.82,7688
10,Jack's Magical Beans,15.69,6899
10,Brewed Awakenings,6.17,2540
10,Bean There Done That,13.41,1877
10,Brewed Awakenings,13.9,8332
10,Bean There Done That,18.67,1321
10,Bean There Done That,9.3,6895
10,Jack's Magical Beans,16.29,9241
10,Jack's Magical Beans,5.46,8156
10,Jack's Magical Beans,8.22,2463
10,Stewart and Sons Fabrication,4195.49,9614
10,Chostus Hotel,133.25,9683
10,Chostus Hotel,197.41,2540
10,Guy's Gyros,36.44,8156
10,Ouzeri Elian,30.71,9551
10,Hippokampos,79.26,4795
10,Guy's Gyros,26.76,6816
10,Guy's Gyros,15.93,7253
10,Abila Zacharo,113.33,6899
10,Katerina’s Café,34.76,7688
10,Kalami Kafenion,35.69,3484
10,Gelatogalore,26.15,1415
10,Ouzeri Elian,35.24,3853
10,Kalami Kafenion,101.5,9241
10,Abila Zacharo,36.73,1310
10,Katerina’s Café,25.36,7354
10,Guy's Gyros,26.68,7384
10,Katerina’s Café,21.22,2418
10,Hippokampos,32.01,2463
10,Guy's Gyros,38.15,8411
10,Ouzeri Elian,20.46,9405
10,Kalami Kafenion,27.48,5407
10,Abila Zacharo,31.34,2681
10,Guy's Gyros,31.5,9635
10,Katerina’s Café,25.62,6895
10,Katerina’s Café,24.33,2142
10,Ouzeri Elian,15.25,1877
10,Guy's Gyros,31.05,1321
10,Kalami Kafenion,24.3,4434
10,Guy's Gyros,16.34,8129
10,Ouzeri Elian,24.74,5368
10,Hippokampos,39.89,6901
10,Abila Zacharo,8.22,1874
10,Abila Zacharo,16.12,3492
10,Abila Zacharo,36.38,7819
10,Hippokampos,11.61,7117
10,Ouzeri Elian,30.93,9617
10,Katerina’s Café,77.62,7108
10,Abila Zacharo,9.32,6691
10,Gelatogalore,32.19,8202
10,Hippokampos,10.16,4948
10,Octavio's Office Supplies,139.72,4795
10,Octavio's Office Supplies,64.51,7253
10,Ouzeri Elian,19.92,6899
10,Frydos Autosupply n' More,98.39,7889
10,Guy's Gyros,23.61,6816
10,Hippokampos,48.22,1415
10,Katerina’s Café,19.57,8129
10,Guy's Gyros,27.78,4795
10,Hippokampos,19.88,7117
10,Katerina’s Café,21.89,5921
10,Frydos Autosupply n' More,43.65,8202
10,Katerina’s Café,15.76,9405
10,Hippokampos,70.48,7688
10,Katerina’s Café,8.14,8411
10,Guy's Gyros,29.81,6901
10,Albert's Fine Clothing,126.13,6895
10,Frydos Autosupply n' More,237.08,7384
10,Shoppers' Delight,279.53,7819
10,Guy's Gyros,35.54,7108
10,Guy's Gyros,37.37,3853
10,Katerina’s Café,21.28,5407
10,Hippokampos,17.21,8332
10,Roberts and Sons,241.2,7354
10,Guy's Gyros,25.81,5368
10,Hippokampos,27,8156
10,General Grocer,227.28,4434
10,Hippokampos,79.97,2463
11,Katerina’s Café,45.22,8156
11,Katerina’s Café,45.21,2418
11,Katerina’s Café,29.1,6895
11,Abila Zacharo,54.82,1310
11,Abila Zacharo,89.54,2540
11,Gelatogalore,17.31,9617
11,Hippokampos,103.38,4434
11,Hippokampos,75.62,9551
11,Hippokampos,82.23,6691
11,Ouzeri Elian,19.11,8129
11,Katerina’s Café,71.65,3484
11,Hippokampos,31.1,7688
11,Katerina’s Café,23.45,1321
11,Abila Zacharo,32.02,7253
11,Gelatogalore,18.74,3853
11,Kalami Kafenion,35.66,7117
11,Kalami Kafenion,39.36,7108
11,Katerina’s Café,26.02,2142
11,Abila Zacharo,45.2,6901
11,Shoppers' Delight,157.45,9617
11,Shoppers' Delight,238.52,2418
11,General Grocer,78.02,8129
11,Roberts and Sons,256.24,1310
11,Albert's Fine Clothing,211.47,4434
11,Frydos Autosupply n' More,52.73,7688
11,Ahaggo Museum,89.32,4795
11,Ahaggo Museum,52.14,9683
11,Katerina’s Café,55.67,9617
11,Kalami Kafenion,23.86,7819
11,Ouzeri Elian,69.36,6899
11,Hippokampos,66.21,7688
11,Albert's Fine Clothing,105.33,8156
11,Hippokampos,32.63,9683
11,Hippokampos,63.21,4795
11,Katerina’s Café,33.18,2142
11,Katerina’s Café,20.71,6691
11,Hippokampos,11.13,1877
11,Guy's Gyros,55.36,6816
11,Katerina’s Café,57.36,2540
11,Shoppers' Delight,149.2,9551
11,Hippokampos,63.21,8332
11,Katerina’s Café,12.55,7889
11,Katerina’s Café,45.68,1310
11,Katerina’s Café,15.72,8411
11,Hippokampos,67.37,9635
11,Guy's Gyros,36.2,5368
11,Katerina’s Café,25.76,4948
11,Kalami Kafenion,50.2,1286
11,Ouzeri Elian,16.69,2681
11,Katerina’s Café,52.45,8202
11,Guy's Gyros,33.65,7384
11,Guy's Gyros,16.33,7354
11,Frydos Autosupply n' More,211.15,5407
11,Katerina’s Café,9.78,9405
11,Frydos Autosupply n' More,236.25,8129
11,Hippokampos,70.23,1415
11,Katerina’s Café,94.68,2418
11,Frydos Autosupply n' More,261,6901
11,Hippokampos,69.8,7117
11,Kalami Kafenion,46.78,7108
11,Katerina’s Café,57.6,1874
12,Kronos Mart,277.26,8156
12,Ouzeri Elian,38.55,8332
12,Ouzeri Elian,98.45,5407
12,Hippokampos,12.55,2142
12,Ouzeri Elian,24.72,7819
12,Ouzeri Elian,72.32,1310
12,Guy's Gyros,34.74,6901
12,Ouzeri Elian,117.22,8156
12,Hippokampos,29.2,7117
12,Gelatogalore,20.09,1286
12,Abila Zacharo,11.2,9683
12,Desafio Golf Course,129.33,2463
12,Kalami Kafenion,54.36,2540
12,Hippokampos,8.54,7889
12,Kalami Kafenion,14.59,3492
12,Hippokampos,12.57,1874
12,Hippokampos,71.99,9551
12,Desafio Golf Course,220.77,7688
12,Desafio Golf Course,198.46,8332
12,Guy's Gyros,30.47,8129
12,Shoppers' Delight,135.78,1310
12,Shoppers' Delight,86.22,1286
12,Shoppers' Delight,204.37,7819
12,General Grocer,159.3,7117
12,Albert's Fine Clothing,195.81,2142
12,Shoppers' Delight,51.5,3547
12,Ahaggo Museum,120.2,6901
12,Katerina’s Café,12.64,7889
12,Katerina’s Café,11.81,7253
12,Hippokampos,27.15,1321
12,Guy's Gyros,42.32,7108
12,Shoppers' Delight,211.03,7384
12,Hippokampos,66.63,1415
12,Guy's Gyros,34.41,3853
12,Hippokampos,49.23,6895
12,Guy's Gyros,12.32,7354
12,Katerina’s Café,40.94,5407
12,Hippokampos,26.79,8332
12,Katerina’s Café,17.36,3492
12,Gelatogalore,36.2,1286
12,Hippokampos,52.21,8156
12,Frydos Autosupply n' More,88.93,5368
12,Albert's Fine Clothing,63.36,1877
12,Ouzeri Elian,55.55,6899
12,Katerina’s Café,39.3,8129
12,Hippokampos,78.21,9635
12,Katerina’s Café,67.14,3547
12,Katerina’s Café,15.37,9405
12,Katerina’s Café,39.55,2142
12,Hippokampos,69.41,2540
12,Katerina’s Café,16.34,8411
12,Katerina’s Café,40.25,4948
12,Hippokampos,63.32,7688
12,Frydos Autosupply n' More,161.96,8202
12,Katerina’s Café,87.09,1874
13,Kronos Mart,147.3,5407
13,Daily Dealz,2.01,9551
13,Hallowed Grounds,9.16,7889
13,Brew've Been Served,16.39,5368
13,Brew've Been Served,8.04,7384
13,Coffee Cameleon,19.93,3547
13,Brew've Been Served,8,9683
13,Hallowed Grounds,3.02,1310
13,Brew've Been Served,24.18,6816
13,Hallowed Grounds,13.68,3492
